# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.76,5.05,-3.017544478718032,0,22.0,0.008752887202713189,180.0,0.0,0.17242031491291487
 0.041213366650892876,1.778658051484396,5.049016443910154,-3.017544478718032,0.9066940663196432,22.0,0.008752887202713189,-179.99289397834343,0.5493144872075431,1.251077121391928
 0.05825223858129556,1.7972749616830925,5.048038106214387,-3.0081847795209877,1.281549248788502,21.99999999999999,0.00890818364794354,-179.97157703549698,0.7281960423610587,2.721706160625163
 0.07130452848602425,1.815850629203066,5.047065025808552,-2.998680153668615,1.5686996266925335,22.000000000000007,0.009065282599897395,-179.936052537653,0.8785311695319654,4.526750582038
 0.08228954791889333,1.8343849526512934,5.046097241588506,-2.989029471698925,1.8103700542156531,22.000000000000004,0.009224214686053056,-179.88632609454157,1.0080394067393708,6.57636169993616
 0.09200928945892045,1.8528778306347509,5.045134792450103,-2.9792315892032564,2.0,19.50977245674968,0.009385007883857314,-179.82240555854446,1.0766582890371814,8.454639406507093
 0.10124735761698962,1.871329161760415,5.044177717289198,-2.9692853465461804,2.0,0.0,0.00954769230522476,-179.74430102345525,1.095327476723489,10.011378939653202
 0.11046448955515242,1.8897388446352625,5.043226055001645,-2.959189568677725,2.0,0.0,0.0097122978210726,-179.65202482288552,1.1142173729507798,11.573686777728573
 0.11966063393097304,1.9081067778662693,5.042279844483299,-2.948943064850022,2.0,0.0,0.009878857268400439,-179.545591528317,1.1333315413333789,13.141383687828428
 0.12883573941304868,1.9264328600604126,5.041339124630015,-2.9385446284121253,2.0,0.0,0.010047400493464224,-179.42501794680075,1.1526736151270436,14.714289254704951
 0.13798975468121216,1.9447169898246683,5.0404039343376486,-2.927993036540043,2.0,0.0,0.010217960741800184,-179.290323118303,1.1722472961512935,16.292221895352846
 0.14712262842674,1.9629590657660132,5.039474312502054,-2.917287049985757,2.0,0.0,0.010390570557396978,-179.14152831269863,1.1920563552555257,17.874998873678653
 0.1562343093525621,1.9811589864914236,5.038550298019085,-2.9064254128310703,2.0,0.0,0.010565262712180496,-178.97865702641224,1.2121046376616935,19.46243631517025
 0.165324746173475,1.9993166506078766,5.037631929784598,-2.895406852202071,2.0,0.0,0.010742072377048618,-178.80173497870814,1.2323960580409858,21.05434922172752
 0.17439388761635768,2.0174319567223478,5.036719246694445,-2.8842300780380463,2.0,0.0,0.010921034041905196,-178.61079010762845,1.2529346124393204,22.65055148632466
 0.183441682420392,2.0355048034418144,5.035812287644484,-2.872893782761823,2.0,0.0,0.01110218284318247,-178.40585256558197,1.2737243665589175,24.25085590797464
 0.19246807933728474,2.053535089373253,5.03491109153057,-2.8613966410665443,2.0,0.0,0.011285554559752586,-178.1869547145822,1.294769468382429,25.855074206485696
 0.20147302713149384,2.071522713123639,5.034015697248554,-2.8497373095982246,2.0,0.0,0.011471186441114131,-177.9541311211374,1.3160741491277321,27.46301703739533
 0.21045647458045863,2.08946757329995,5.033126143694295,-2.837914426640595,2.0,0.0,0.011659115931766141,-177.70741855079194,1.3376427148997236,29.07449400688122
 0.21941837047483226,2.1073695685091622,5.032242469763645,-2.825926611885796,2.0,0.0,0.011849381097820862,-177.44685596232068,1.35947956246448,30.68931368671384
 0.22835866361871868,2.125228597358252,5.031364714352459,-2.813772466074241,2.0,0.0,0.012042021031619346,-177.17248450157678,1.38158917236183,32.307283629153794
 0.23727730282991255,2.143044558454196,5.030492916356594,-2.8014505707078543,2.0,0.0,0.012237076235851017,-176.88434749499464,1.4039761099092556,33.928210382020644
 0.24617423694014381,2.1608173504039705,5.029627114671902,-2.7889594877656525,2.0,0.0,0.012434585807354369,-176.58249044274774,1.4266450366920402,35.551899503594925
 0.255049414795325,2.1785468718145524,5.028767348194239,-2.7762977593287994,2.0,0.0,0.012634591862901319,-176.2669610115638,1.4496007009511098,37.17815557762109
 0.2639027852558026,2.1962330212929175,5.027913655819461,-2.763463907303511,2.0,0.0,0.012837136703991265,-175.93780902719786,1.4728479460617034,38.80678222834124
